mu,tau,k,mechanism,strength,rep,method,true_mu,mu_hat,ci_low,ci_high,converged
0.0,0.0,10,none,strong,14,henmi_copas,0.0,0.0951377126959279,-0.0948795330239393,0.2851549584157952,True
0.0,0.0,10,none,strong,14,vevea_hedges,0.0,0.0485660883607552,-0.0764270695271657,0.1735592462486763,True
0.0,0.0,10,none,strong,14,p_curve,0.0,0.3444550831186512,0.0407966685613079,1.0494982431904183,True
0.0,0.0,10,none,strong,14,p_uniform_star,0.0,0.0478178380252661,-0.0857771657254834,0.1814128417760157,True
0.0,0.0,10,none,strong,14,ubcma,0.0,-0.0431711615107389,-0.2191267271971716,0.1309468852143256,True
0.0,0.0,10,none,strong,14,adaptshrink_solo,0.0,0.0904421655032754,-0.0480734577590723,0.2289577887656232,True
0.0,0.0,10,none,strong,14,adaptshrink_ens,0.0,0.0569140422168123,-0.1513948637518578,0.2652229481854826,True
0.0,0.0,10,none,strong,14,adaptshrink_fast,0.0,0.0557818765839051,-0.1465477612650697,0.25811151443288,True
0.0,0.0,10,none,strong,15,dl_hksj,0.0,0.0117485665496637,-0.0905344137005147,0.1140315467998421,True
0.0,0.0,10,none,strong,15,reml_hksj,0.0,0.0116831719397597,-0.0913420887868663,0.1147084326663858,True
0.0,0.0,10,none,strong,15,trim_and_fill,0.0,-0.0811679882233605,-0.1397953139459261,-0.0225406625007948,True
0.0,0.0,10,none,strong,15,pet_peese,0.0,0.006855533701725,-0.167738801201372,0.1814498686048222,True
0.0,0.0,10,none,strong,15,copas,0.0,0.0125314786888805,-0.0682293823270902,0.0932923397048513,True
0.0,0.0,10,none,strong,15,henmi_copas,0.0,0.0134263002778616,-0.0819078701875827,0.1087604707433059,True
0.0,0.0,10,none,strong,15,vevea_hedges,0.0,-0.0064555988577527,-0.097902567521265,0.0738340747229947,True
0.0,0.0,10,none,strong,15,p_curve,0.0,-0.0264391595246239,,,True
0.0,0.0,10,none,strong,15,p_uniform_star,0.0,-0.0237318266782363,-0.1059318988096325,,False
0.0,0.0,10,none,strong,15,ubcma,0.0,-0.1070102122909315,-0.2636905082591944,0.0450283787139961,True
0.0,0.0,10,none,strong,15,adaptshrink_solo,0.0,0.0117485665496637,-0.0892224774654013,0.1127196105647288,True
0.0,0.0,10,none,strong,15,adaptshrink_ens,0.0,-0.0797729665542672,-0.2270285099745514,0.067482576866017,True
0.0,0.0,10,none,strong,15,adaptshrink_fast,0.0,-0.0038267717744931,-0.5078846579537662,0.5002311144047799,True
0.0,0.0,10,none,strong,16,dl_hksj,0.0,0.0451893327002282,-0.0834590393149017,0.1738377047153583,True
0.0,0.0,10,none,strong,16,reml_hksj,0.0,0.0447395027614583,-0.0537249860626106,0.1432039915855272,True
0.0,0.0,10,none,strong,16,trim_and_fill,0.0,-0.0409915724951927,-0.093167871709722,0.0111847267193364,True
0.0,0.0,10,none,strong,16,pet_peese,0.0,0.0530601815132855,-0.0872040059117235,0.1933243689382946,True
0.0,0.0,10,none,strong,16,copas,0.0,0.0447395131670128,-0.0216592973400453,0.111138323674071,True
0.0,0.0,10,none,strong,16,henmi_copas,0.0,0.0447395000522697,-0.0799978284707848,0.1694768285753244,True
0.0,0.0,10,none,strong,16,vevea_hedges,0.0,0.0644505576398296,-0.0117434642128162,0.1525062313338436,True
0.0,0.0,10,none,strong,16,p_curve,0.0,,,,False
0.0,0.0,10,none,strong,16,p_uniform_star,0.0,0.200695948076368,-0.3321557859017791,0.7335476820545151,True
0.0,0.0,10,none,strong,16,ubcma,0.0,-0.0315692320958629,-0.1383876378918197,0.0745047945656271,True
0.0,0.0,10,none,strong,16,adaptshrink_solo,0.0,0.0451893327002282,-0.0214118799377069,0.1117905453381635,True
0.0,0.0,10,none,strong,16,adaptshrink_ens,0.0,-0.0345110403638091,-0.1661857057320665,0.0971636250044483,True
0.0,0.0,10,none,strong,16,adaptshrink_fast,0.0,0.0635479261617089,-0.1073389777925832,0.2344348301160012,True
0.0,0.0,10,none,strong,17,dl_hksj,0.0,0.0543912933768427,-0.0349871613791995,0.1437697481328851,True
0.0,0.0,10,none,strong,17,reml_hksj,0.0,0.0500698551788039,-0.0365340753295523,0.1366737856871601,True
0.0,0.0,10,none,strong,17,trim_and_fill,0.0,-0.0360154035642397,-0.0761002255049367,0.0040694183764571,True
0.0,0.0,10,none,strong,17,pet_peese,0.0,-0.0846929096674791,-0.1947627816811739,0.0253769623462155,True
0.0,0.0,10,none,strong,17,copas,0.0,0.0350962246901613,-0.0171977690474773,0.0873902184277999,True
0.0,0.0,10,none,strong,17,henmi_copas,0.0,0.0330902987105944,-0.0549391141098499,0.1211197115310388,True
0.0,0.0,10,none,strong,17,vevea_hedges,0.0,0.0235965641127324,-0.0300595147320376,0.0842296483113043,True
0.0,0.0,10,none,strong,17,p_curve,0.0,0.4710694506079508,,,True
0.0,0.0,10,none,strong,17,p_uniform_star,0.0,0.1727771821567224,-0.1079152045024524,0.4534695688158973,True
0.0,0.0,10,none,strong,17,ubcma,0.0,0.0228790015440754,-0.0546873052491564,0.1055850555349195,True
0.0,0.0,10,none,strong,17,adaptshrink_solo,0.0,-0.0569730962439935,-0.1976642655108494,0.0837180730228623,True
0.0,0.0,10,none,strong,17,adaptshrink_ens,0.0,-0.0350594763025601,-0.1514914671975407,0.0813725145924204,True
0.0,0.0,10,none,strong,17,adaptshrink_fast,0.0,0.0206060213445326,-0.1605415191044407,0.201753561793506,True
0.0,0.0,10,none,strong,18,dl_hksj,0.0,0.0841703274942607,-0.0096955739817037,0.1780362289702252,True
0.0,0.0,10,none,strong,18,reml_hksj,0.0,0.0845113725889969,-0.0089112440238065,0.1779339892018004,True
0.0,0.0,10,none,strong,18,trim_and_fill,0.0,-0.0244882048834804,-0.0757058942073343,0.0267294844403734,True
0.0,0.0,10,none,strong,18,pet_peese,0.0,0.1440794989594132,-0.0244795259939043,0.3126385239127308,True
0.0,0.0,10,none,strong,18,copas,0.0,0.0863594336511359,0.0133735954050287,0.159345271897243,True
0.0,0.0,10,none,strong,18,henmi_copas,0.0,0.0886221487477453,-0.0007936469125976,0.1780379444080884,True
0.0,0.0,10,none,strong,18,vevea_hedges,0.0,0.0649144734610447,-0.0220338328340086,0.1518627797560982,True
0.0,0.0,10,none,strong,18,p_curve,0.0,0.1361228906859055,-0.1179511316415351,0.3172314009990652,True
0.0,0.0,10,none,strong,18,p_uniform_star,0.0,0.0486310217487946,-0.0365131277466344,,False
