mu,tau,k,mechanism,strength,method,n,conv_rate,bias,rmse,raw_cov,raw_width,mciw0,mciw0_test_cov
0.2,0.0,10,copas,strong,vevea_hedges,80,1.0,0.08,0.0995,0.688,0.2381,0.305,0.925
0.2,0.0,10,none,strong,adaptshrink_ens,80,1.0,0.0042,0.0776,0.963,0.4235,0.2386,0.825
0.2,0.0,10,none,strong,adaptshrink_fast,80,1.0,0.0736,0.1033,0.963,0.6746,0.3222,0.9
0.2,0.0,10,none,strong,adaptshrink_solo,80,1.0,0.0731,0.1092,0.863,0.4489,0.3573,0.85
0.2,0.0,10,none,strong,copas,80,1.0,0.0665,0.0819,0.55,0.1681,0.2584,0.925
0.2,0.0,10,none,strong,dl_hksj,80,1.0,0.0663,0.0815,0.738,0.2089,0.2581,0.925
0.2,0.0,10,none,strong,henmi_copas,80,1.0,0.0682,0.0838,0.637,0.2,0.2591,0.9
0.2,0.0,10,none,strong,p_curve,78,0.975,0.0794,0.1259,0.692,0.4444,0.4122,0.921
0.2,0.0,10,none,strong,p_uniform_star,49,0.612,0.0609,0.0973,0.796,0.4455,0.4005,1.0
0.2,0.0,10,none,strong,pet_peese,80,1.0,0.0652,0.1163,0.613,0.2515,0.3626,0.875
0.2,0.0,10,none,strong,reml_hksj,80,1.0,0.0659,0.0812,0.738,0.2099,0.258,0.925
0.2,0.0,10,none,strong,trim_and_fill,80,1.0,-0.0317,0.1021,0.438,0.1148,0.2838,0.775
0.2,0.0,10,none,strong,ubcma,79,0.988,-0.0034,0.0742,0.962,0.308,0.2985,0.975
0.2,0.0,10,none,strong,vevea_hedges,80,1.0,0.0735,0.1027,0.6,0.2394,0.3697,0.95
0.2,0.0,10,step,strong,adaptshrink_ens,80,1.0,0.0293,0.0702,0.988,0.381,0.2684,0.975
0.2,0.0,10,step,strong,adaptshrink_fast,80,1.0,0.0495,0.096,0.925,1.1273,0.3219,0.975
0.2,0.0,10,step,strong,adaptshrink_solo,80,1.0,0.0343,0.1135,0.775,0.5789,0.3831,0.975
0.2,0.0,10,step,strong,copas,80,1.0,0.1143,0.1239,0.25,0.1709,0.3462,0.925
0.2,0.0,10,step,strong,dl_hksj,80,1.0,0.1176,0.1264,0.512,0.2382,0.3463,0.925
0.2,0.0,10,step,strong,henmi_copas,80,1.0,0.1086,0.1186,0.4,0.2048,0.3416,0.95
0.2,0.0,10,step,strong,p_curve,79,0.988,0.0751,0.1008,0.785,0.3274,0.296,0.846
0.2,0.0,10,step,strong,p_uniform_star,49,0.612,0.0445,0.0913,0.776,0.5527,0.2979,1.0
0.2,0.0,10,step,strong,pet_peese,80,1.0,0.0092,0.1197,0.75,0.3593,0.4674,1.0
0.2,0.0,10,step,strong,reml_hksj,80,1.0,0.1172,0.1267,0.512,0.2363,0.3463,0.925
0.2,0.0,10,step,strong,trim_and_fill,80,1.0,0.0209,0.0614,0.7,0.1214,0.2475,0.95
0.2,0.0,10,step,strong,ubcma,76,0.95,0.0475,0.109,0.961,0.4067,0.4971,0.974
0.2,0.0,10,step,strong,vevea_hedges,75,0.938,0.0683,0.0986,0.787,0.3311,0.3002,0.872
0.2,0.0,40,copas,strong,adaptshrink_ens,80,1.0,0.0119,0.0359,1.0,0.2642,0.099,0.75
0.2,0.0,40,copas,strong,adaptshrink_fast,80,1.0,0.0817,0.0856,0.512,0.2347,0.2581,0.95
0.2,0.0,40,copas,strong,adaptshrink_solo,80,1.0,0.065,0.0777,0.625,0.2098,0.2479,1.0
0.2,0.0,40,copas,strong,copas,80,1.0,0.0894,0.0921,0.013,0.0848,0.2365,0.925
0.2,0.0,40,copas,strong,dl_hksj,80,1.0,0.0893,0.0919,0.013,0.0868,0.2333,0.925
0.2,0.0,40,copas,strong,henmi_copas,80,1.0,0.0864,0.0892,0.075,0.0865,0.2357,0.95
0.2,0.0,40,copas,strong,p_curve,80,1.0,0.0876,0.0938,0.25,0.1354,0.2528,0.875
0.2,0.0,40,copas,strong,p_uniform_star,66,0.825,0.0905,0.0937,0.106,0.1571,0.2564,0.943
0.2,0.0,40,copas,strong,pet_peese,80,1.0,0.0661,0.075,0.263,0.1028,0.2439,1.0
0.2,0.0,40,copas,strong,reml_hksj,80,1.0,0.0897,0.0924,0.013,0.0902,0.2369,0.925
0.2,0.0,40,copas,strong,trim_and_fill,80,1.0,-0.0285,0.0416,0.512,0.0559,0.159,0.975
0.2,0.0,40,copas,strong,ubcma,80,1.0,0.0149,0.036,0.95,0.1256,0.1093,0.825
0.2,0.0,40,copas,strong,vevea_hedges,80,1.0,0.0853,0.089,0.125,0.1076,0.2596,0.95
0.2,0.0,40,none,strong,adaptshrink_ens,80,1.0,-0.0006,0.0331,1.0,0.3178,0.1094,0.9
0.2,0.0,40,none,strong,adaptshrink_fast,80,1.0,0.0695,0.0742,0.75,0.2495,0.213,0.925
0.2,0.0,40,none,strong,adaptshrink_solo,80,1.0,0.0747,0.0827,0.425,0.159,0.2387,0.85
0.2,0.0,40,none,strong,copas,80,1.0,0.0679,0.0715,0.1,0.0847,0.1989,0.85
0.2,0.0,40,none,strong,dl_hksj,80,1.0,0.0678,0.0715,0.163,0.0907,0.1994,0.9
0.2,0.0,40,none,strong,henmi_copas,80,1.0,0.0689,0.0726,0.163,0.093,0.1927,0.825
0.2,0.0,40,none,strong,p_curve,80,1.0,0.0843,0.0902,0.375,0.1384,0.2518,0.875
0.2,0.0,40,none,strong,p_uniform_star,63,0.788,0.0628,0.0692,0.492,0.1797,0.2091,0.943
0.2,0.0,40,none,strong,pet_peese,80,1.0,0.0733,0.0802,0.25,0.1018,0.2219,0.825
0.2,0.0,40,none,strong,reml_hksj,80,1.0,0.0677,0.0714,0.15,0.0911,0.1986,0.85
0.2,0.0,40,none,strong,trim_and_fill,80,1.0,-0.051,0.0622,0.175,0.0559,0.1708,0.85
0.2,0.0,40,none,strong,ubcma,79,0.988,-0.0002,0.0294,0.975,0.1258,0.1082,0.974
0.2,0.0,40,none,strong,vevea_hedges,80,1.0,0.0702,0.0744,0.325,0.1125,0.2353,0.95
0.2,0.0,40,step,strong,adaptshrink_ens,80,1.0,0.0348,0.0472,0.963,0.1942,0.1492,0.875
0.2,0.0,40,step,strong,adaptshrink_fast,80,1.0,0.0699,0.0855,0.713,0.2883,0.246,0.875
0.2,0.0,40,step,strong,adaptshrink_solo,80,1.0,0.0349,0.074,0.863,0.2814,0.2496,0.85
0.2,0.0,40,step,strong,copas,80,1.0,0.1145,0.1185,0.0,0.0926,0.3227,0.9
0.2,0.0,40,step,strong,dl_hksj,80,1.0,0.1158,0.1194,0.0,0.1025,0.313,0.875
0.2,0.0,40,step,strong,henmi_copas,80,1.0,0.1088,0.1126,0.013,0.1005,0.3049,0.9
0.2,0.0,40,step,strong,p_curve,80,1.0,0.0835,0.0909,0.412,0.1385,0.2506,0.9
0.2,0.0,40,step,strong,p_uniform_star,69,0.862,0.0658,0.0921,0.391,0.2172,0.278,0.909
0.2,0.0,40,step,strong,pet_peese,80,1.0,0.0681,0.0784,0.412,0.1156,0.2246,0.825
0.2,0.0,40,step,strong,reml_hksj,80,1.0,0.1158,0.1197,0.0,0.1037,0.3253,0.9
0.2,0.0,40,step,strong,trim_and_fill,80,1.0,0.0201,0.0378,0.65,0.0644,0.116,0.85
0.2,0.0,40,step,strong,ubcma,80,1.0,0.0361,0.0518,0.875,0.1491,0.2416,0.975
0.2,0.0,40,step,strong,vevea_hedges,80,1.0,0.0703,0.0899,0.425,0.1637,0.252,0.9
0.2,0.1,10,copas,strong,adaptshrink_ens,80,1.0,0.0093,0.1005,0.912,0.46,0.3621,0.925
0.2,0.1,10,copas,strong,adaptshrink_fast,80,1.0,0.0949,0.1252,0.925,0.8667,0.3952,0.9
0.2,0.1,10,copas,strong,adaptshrink_solo,80,1.0,0.0628,0.1484,0.863,0.7131,0.4877,0.95
0.2,0.1,10,copas,strong,copas,80,1.0,0.1034,0.1162,0.525,0.2068,0.3335,0.875
0.2,0.1,10,copas,strong,dl_hksj,80,1.0,0.1047,0.1174,0.688,0.2702,0.3396,0.875
0.2,0.1,10,copas,strong,henmi_copas,80,1.0,0.0958,0.1136,0.65,0.2757,0.3138,0.775
0.2,0.1,10,copas,strong,p_curve,77,0.962,0.1194,0.1544,0.649,0.4945,0.4939,0.95
0.2,0.1,10,copas,strong,p_uniform_star,57,0.712,0.0986,0.125,0.754,0.4734,0.4432,0.964
0.2,0.1,10,copas,strong,pet_peese,80,1.0,0.0383,0.164,0.575,0.32,0.5867,0.95
0.2,0.1,10,copas,strong,reml_hksj,80,1.0,0.1045,0.1169,0.7,0.2708,0.3474,0.925
0.2,0.1,10,copas,strong,trim_and_fill,80,1.0,-0.0398,0.097,0.412,0.1197,0.3243,0.875
0.2,0.1,10,copas,strong,ubcma,78,0.975,0.037,0.1005,0.872,0.3412,0.4561,0.975
0.2,0.1,10,copas,strong,vevea_hedges,80,1.0,0.0995,0.1242,0.65,0.3208,0.4011,0.9
0.2,0.1,10,none,strong,adaptshrink_ens,80,1.0,-0.0098,0.1065,0.925,0.5392,0.3581,0.875
0.2,0.1,10,none,strong,adaptshrink_fast,80,1.0,0.0644,0.0856,0.95,0.7699,0.2815,0.85
0.2,0.1,10,none,strong,adaptshrink_solo,80,1.0,0.0637,0.1099,0.875,0.5071,0.3534,0.825
0.2,0.1,10,none,strong,copas,80,1.0,0.0661,0.0825,0.738,0.2015,0.269,0.9
0.2,0.1,10,none,strong,dl_hksj,80,1.0,0.0668,0.0831,0.825,0.2549,0.2684,0.9
0.2,0.1,10,none,strong,henmi_copas,80,1.0,0.0642,0.0861,0.8,0.2746,0.3202,0.975
0.2,0.1,10,none,strong,p_curve,75,0.938,0.1067,0.1355,0.68,0.4241,0.4025,0.842
0.2,0.1,10,none,strong,p_uniform_star,59,0.738,0.0617,0.0859,0.864,0.4054,0.2791,0.935
0.2,0.1,10,none,strong,pet_peese,80,1.0,0.0478,0.1265,0.588,0.2708,0.4262,0.9
0.2,0.1,10,none,strong,reml_hksj,80,1.0,0.0666,0.0828,0.838,0.2551,0.2654,0.9
0.2,0.1,10,none,strong,trim_and_fill,80,1.0,-0.0615,0.1261,0.35,0.117,0.4217,0.9
0.2,0.1,10,none,strong,ubcma,74,0.925,0.0059,0.1023,0.919,0.3334,0.3751,0.917
0.2,0.1,10,none,strong,vevea_hedges,80,1.0,0.0649,0.0875,0.825,0.3197,0.2695,0.825
0.2,0.1,10,step,strong,adaptshrink_ens,80,1.0,0.0408,0.1002,0.938,0.4363,0.4581,0.95
0.2,0.1,10,step,strong,adaptshrink_fast,80,1.0,0.0097,0.4247,0.875,1.9546,0.5733,0.975
0.2,0.1,10,step,strong,adaptshrink_solo,80,1.0,0.0424,0.1557,0.863,0.7967,0.5656,1.0
0.2,0.1,10,step,strong,copas,80,1.0,0.1454,0.1576,0.25,0.208,0.5171,0.95
0.2,0.1,10,step,strong,dl_hksj,80,1.0,0.1484,0.1599,0.425,0.2902,0.5182,0.95
0.2,0.1,10,step,strong,henmi_copas,80,1.0,0.1326,0.1481,0.5,0.2886,0.559,1.0
0.2,0.1,10,step,strong,p_curve,79,0.988,0.1112,0.1402,0.658,0.353,0.5184,1.0
0.2,0.1,10,step,strong,p_uniform_star,65,0.812,-2.836,23.2747,0.708,1.0119,0.8395,0.969
0.2,0.1,10,step,strong,pet_peese,80,1.0,0.013,0.1803,0.6,0.3749,0.6583,0.975
0.2,0.1,10,step,strong,reml_hksj,80,1.0,0.1486,0.1601,0.45,0.29,0.5172,0.95
0.2,0.1,10,step,strong,trim_and_fill,80,1.0,0.0208,0.0839,0.562,0.1195,0.4556,1.0
0.2,0.1,10,step,strong,ubcma,76,0.95,0.1,0.1419,0.75,0.3814,0.5011,0.923
0.2,0.1,10,step,strong,vevea_hedges,62,0.775,-0.0219,0.7147,0.726,0.6484,0.6468,0.97
0.2,0.1,40,copas,strong,adaptshrink_ens,80,1.0,0.0238,0.0549,0.963,0.3492,0.1782,0.925
0.2,0.1,40,copas,strong,adaptshrink_fast,80,1.0,0.0993,0.1066,0.662,0.24,0.3045,0.875
0.2,0.1,40,copas,strong,adaptshrink_solo,80,1.0,0.0673,0.0947,0.55,0.2595,0.3052,0.975
0.2,0.1,40,copas,strong,copas,80,1.0,0.1022,0.1063,0.037,0.1078,0.3047,0.975
0.2,0.1,40,copas,strong,dl_hksj,80,1.0,0.1025,0.1067,0.037,0.1148,0.3052,0.975
0.2,0.1,40,copas,strong,henmi_copas,80,1.0,0.0946,0.1001,0.212,0.1281,0.2881,0.95
0.2,0.1,40,copas,strong,p_curve,80,1.0,0.1215,0.1281,0.225,0.1524,0.3914,0.95
0.2,0.1,40,copas,strong,p_uniform_star,77,0.962,0.109,0.1161,0.208,0.1865,0.3285,0.868
0.2,0.1,40,copas,strong,pet_peese,80,1.0,0.0705,0.0908,0.325,0.1027,0.3198,1.0
0.2,0.1,40,copas,strong,reml_hksj,80,1.0,0.1026,0.1067,0.062,0.1152,0.3054,0.975
0.2,0.1,40,copas,strong,trim_and_fill,80,1.0,-0.0557,0.0718,0.175,0.056,0.2328,0.95
0.2,0.1,40,copas,strong,ubcma,80,1.0,0.0305,0.0568,0.875,0.177,0.1697,0.875
0.2,0.1,40,copas,strong,vevea_hedges,80,1.0,0.102,0.1093,0.25,0.1471,0.3202,0.9
0.2,0.1,40,none,strong,adaptshrink_ens,80,1.0,-0.008,0.0548,0.975,0.4135,0.1931,0.95
0.2,0.1,40,none,strong,adaptshrink_fast,80,1.0,0.0677,0.0796,0.825,0.2524,0.2296,0.775
0.2,0.1,40,none,strong,adaptshrink_solo,80,1.0,0.0531,0.0786,0.75,0.2724,0.2554,0.875
0.2,0.1,40,none,strong,copas,80,1.0,0.0692,0.0753,0.338,0.1115,0.2125,0.85
0.2,0.1,40,none,strong,dl_hksj,80,1.0,0.0693,0.0754,0.412,0.1203,0.2149,0.875
0.2,0.1,40,none,strong,henmi_copas,80,1.0,0.0654,0.0729,0.525,0.1356,0.2177,0.925
0.2,0.1,40,none,strong,p_curve,80,1.0,0.1193,0.1276,0.225,0.1609,0.3615,0.95
0.2,0.1,40,none,strong,p_uniform_star,77,0.962,0.0708,0.0829,0.61,0.1714,0.2387,0.85
0.2,0.1,40,none,strong,pet_peese,80,1.0,0.054,0.0792,0.4,0.1035,0.2623,0.875
0.2,0.1,40,none,strong,reml_hksj,80,1.0,0.0693,0.0754,0.4,0.1196,0.2141,0.85
0.2,0.1,40,none,strong,trim_and_fill,80,1.0,-0.1001,0.1134,0.087,0.0553,0.3598,0.925
0.2,0.1,40,none,strong,ubcma,80,1.0,-0.0038,0.0489,0.9,0.1925,0.1859,0.95
0.2,0.1,40,none,strong,vevea_hedges,80,1.0,0.0677,0.0799,0.575,0.164,0.2355,0.85
0.2,0.1,40,step,strong,adaptshrink_ens,80,1.0,0.052,0.0778,0.925,0.2748,0.2649,0.85
0.2,0.1,40,step,strong,adaptshrink_fast,80,1.0,0.0865,0.1027,0.625,0.2812,0.3002,0.875
0.2,0.1,40,step,strong,adaptshrink_solo,80,1.0,0.0601,0.1096,0.8,0.3758,0.4243,0.975
0.2,0.1,40,step,strong,copas,80,1.0,0.1455,0.1494,0.0,0.1155,0.3941,0.925
0.2,0.1,40,step,strong,dl_hksj,80,1.0,0.1463,0.1501,0.025,0.1271,0.3954,0.925
0.2,0.1,40,step,strong,henmi_copas,80,1.0,0.13,0.1356,0.087,0.1366,0.3618,0.85
0.2,0.1,40,step,strong,p_curve,80,1.0,0.1195,0.1263,0.188,0.1533,0.3608,0.925
0.2,0.1,40,step,strong,p_uniform_star,77,0.962,0.0889,0.1051,0.494,0.2194,0.2885,0.846
0.2,0.1,40,step,strong,pet_peese,80,1.0,0.0759,0.1105,0.175,0.1232,0.3514,0.925
0.2,0.1,40,step,strong,reml_hksj,80,1.0,0.1466,0.1504,0.025,0.1282,0.3931,0.9
0.2,0.1,40,step,strong,trim_and_fill,80,1.0,0.0076,0.0447,0.625,0.0645,0.167,0.9
0.2,0.1,40,step,strong,ubcma,80,1.0,0.0682,0.0884,0.65,0.1791,0.3125,0.875
0.2,0.1,40,step,strong,vevea_hedges,80,1.0,0.0852,0.1018,0.475,0.2197,0.2894,0.875
0.2,0.3,10,copas,strong,adaptshrink_ens,80,1.0,-0.0254,0.2196,0.775,0.8143,0.8966,0.975
0.2,0.3,10,copas,strong,adaptshrink_fast,80,1.0,0.1559,0.2307,0.838,1.0957,1.008,0.975
0.2,0.3,10,copas,strong,adaptshrink_solo,80,1.0,0.1267,0.3062,0.887,1.3945,0.819,0.875
0.2,0.3,10,copas,strong,copas,80,1.0,0.1504,0.188,0.625,0.3574,0.755,1.0
0.2,0.3,10,copas,strong,dl_hksj,80,1.0,0.1517,0.1883,0.787,0.4988,0.7556,1.0
0.2,0.3,10,copas,strong,henmi_copas,80,1.0,0.1262,0.1899,0.825,0.605,0.7927,1.0
0.2,0.3,10,copas,strong,p_curve,77,0.962,0.2613,0.2952,0.429,0.4923,1.1664,1.0
0.2,0.3,10,copas,strong,p_uniform_star,76,0.95,0.1752,0.2376,0.697,0.5785,0.9428,0.972
0.2,0.3,10,copas,strong,pet_peese,80,1.0,0.0605,0.3038,0.375,0.3518,1.236,0.95
0.2,0.3,10,copas,strong,reml_hksj,80,1.0,0.1521,0.1889,0.775,0.4704,0.7551,1.0
0.2,0.3,10,copas,strong,trim_and_fill,80,1.0,-0.1211,0.2613,0.212,0.1201,0.9597,0.95
0.2,0.3,10,copas,strong,ubcma,74,0.925,0.0688,0.2058,0.676,0.4609,0.7855,0.972
0.2,0.3,10,copas,strong,vevea_hedges,78,0.975,0.1668,0.2326,0.718,0.5621,0.9676,0.975
0.2,0.3,10,none,strong,adaptshrink_ens,80,1.0,-0.0502,0.2329,0.787,0.947,0.7868,0.9
0.2,0.3,10,none,strong,adaptshrink_fast,80,1.0,0.0662,0.1784,0.912,0.9304,0.5998,0.825
0.2,0.3,10,none,strong,adaptshrink_solo,80,1.0,0.0978,0.2689,0.912,1.3728,1.0395,0.875
0.2,0.3,10,none,strong,copas,80,1.0,0.0669,0.126,0.838,0.3843,0.4575,0.95
0.2,0.3,10,none,strong,dl_hksj,80,1.0,0.0666,0.126,0.938,0.4909,0.459,0.95
0.2,0.3,10,none,strong,henmi_copas,80,1.0,0.0706,0.1551,0.925,0.5947,0.5476,0.925
0.2,0.3,10,none,strong,p_curve,77,0.962,0.2753,0.3077,0.351,0.4553,0.8509,0.775
0.2,0.3,10,none,strong,p_uniform_star,80,1.0,0.0695,0.1822,0.825,0.6236,0.6173,0.9
0.2,0.3,10,none,strong,pet_peese,80,1.0,0.0535,0.263,0.375,0.274,0.7994,0.85
0.2,0.3,10,none,strong,reml_hksj,80,1.0,0.0668,0.1258,0.925,0.4765,0.455,0.95
0.2,0.3,10,none,strong,trim_and_fill,80,1.0,-0.18,0.2971,0.062,0.1162,1.1294,0.95
0.2,0.3,10,none,strong,ubcma,69,0.862,0.0338,0.2281,0.681,0.536,0.7923,0.909
0.2,0.3,10,none,strong,vevea_hedges,80,1.0,0.07,0.1808,0.887,0.6131,0.5718,0.775
0.2,0.3,10,step,strong,adaptshrink_ens,80,1.0,0.1213,0.233,0.75,0.5965,0.7883,0.925
0.2,0.3,10,step,strong,adaptshrink_fast,80,1.0,-0.0776,1.3327,0.725,4.2884,0.8826,0.875
0.2,0.3,10,step,strong,adaptshrink_solo,80,1.0,0.1777,0.3433,0.812,1.4658,0.8983,0.9
0.2,0.3,10,step,strong,copas,80,1.0,0.2902,0.3076,0.125,0.3539,0.8743,0.9
0.2,0.3,10,step,strong,dl_hksj,80,1.0,0.2935,0.3105,0.375,0.5308,0.8797,0.9
0.2,0.3,10,step,strong,henmi_copas,80,1.0,0.2606,0.2893,0.588,0.6333,0.8002,0.875
0.2,0.3,10,step,strong,p_curve,80,1.0,0.2993,0.3265,0.225,0.441,0.9683,0.85
0.2,0.3,10,step,strong,p_uniform_star,79,0.988,-12.6701,65.5303,0.532,18.0386,59.3036,0.975
0.2,0.3,10,step,strong,pet_peese,80,1.0,0.1359,0.31,0.275,0.3553,1.0165,0.925
0.2,0.3,10,step,strong,reml_hksj,80,1.0,0.2932,0.3103,0.362,0.5052,0.8762,0.9
0.2,0.3,10,step,strong,trim_and_fill,80,1.0,0.059,0.1936,0.263,0.1309,0.7862,0.95
0.2,0.3,10,step,strong,ubcma,77,0.962,0.2441,0.3345,0.481,0.5353,1.146,0.925
0.2,0.3,10,step,strong,vevea_hedges,61,0.762,-0.3731,2.3681,0.426,2.4873,0.9559,0.812
0.2,0.3,40,copas,strong,adaptshrink_ens,80,1.0,-0.0023,0.1299,0.863,0.9677,0.4087,0.925
0.2,0.3,40,copas,strong,adaptshrink_fast,80,1.0,0.1425,0.1646,0.812,0.4921,0.5041,0.9
0.2,0.3,40,copas,strong,adaptshrink_solo,80,1.0,0.0699,0.1601,0.725,0.6162,0.5134,0.9
0.2,0.3,40,copas,strong,copas,80,1.0,0.1551,0.1619,0.15,0.2111,0.4425,0.925
0.2,0.3,40,copas,strong,dl_hksj,80,1.0,0.1558,0.1626,0.188,0.2354,0.4425,0.925
0.2,0.3,40,copas,strong,henmi_copas,80,1.0,0.1163,0.1325,0.675,0.2965,0.3875,0.85
0.2,0.3,40,copas,strong,p_curve,80,1.0,0.2663,0.2752,0.0,0.1994,0.7948,0.95
0.2,0.3,40,copas,strong,p_uniform_star,80,1.0,0.1593,0.1794,0.463,0.3303,0.5221,0.9
0.2,0.3,40,copas,strong,pet_peese,80,1.0,0.0466,0.142,0.188,0.1173,0.5273,0.975
0.2,0.3,40,copas,strong,reml_hksj,80,1.0,0.1553,0.1621,0.163,0.2243,0.4425,0.925
0.2,0.3,40,copas,strong,trim_and_fill,80,1.0,-0.1948,0.2194,0.025,0.0576,0.7723,1.0
0.2,0.3,40,copas,strong,ubcma,59,0.738,0.1055,0.1622,0.746,0.4179,0.5209,0.867
0.2,0.3,40,copas,strong,vevea_hedges,80,1.0,0.1482,0.1703,0.537,0.3319,0.5127,0.925
0.2,0.3,40,none,strong,adaptshrink_ens,80,1.0,-0.0195,0.1339,0.938,1.3795,0.4981,0.925
0.2,0.3,40,none,strong,adaptshrink_fast,80,1.0,0.0531,0.102,0.925,0.4823,0.3189,0.775
0.2,0.3,40,none,strong,adaptshrink_solo,80,1.0,0.0714,0.1485,0.9,0.5727,0.5996,0.95
0.2,0.3,40,none,strong,copas,80,1.0,0.0702,0.0866,0.762,0.2109,0.2641,0.825
0.2,0.3,40,none,strong,dl_hksj,80,1.0,0.0703,0.0865,0.762,0.2259,0.2644,0.825
0.2,0.3,40,none,strong,henmi_copas,80,1.0,0.071,0.0987,0.85,0.2844,0.3261,0.875
0.2,0.3,40,none,strong,p_curve,80,1.0,0.2631,0.2721,0.025,0.2046,0.7569,0.95
0.2,0.3,40,none,strong,p_uniform_star,80,1.0,0.0492,0.1034,0.875,0.3413,0.3563,0.85
0.2,0.3,40,none,strong,pet_peese,80,1.0,0.0586,0.1458,0.25,0.1106,0.4862,0.925
0.2,0.3,40,none,strong,reml_hksj,80,1.0,0.0701,0.0866,0.762,0.222,0.2643,0.825
0.2,0.3,40,none,strong,trim_and_fill,80,1.0,-0.2767,0.2983,0.0,0.0544,0.8921,0.95
0.2,0.3,40,none,strong,ubcma,60,0.75,0.0454,0.1274,0.817,0.42,0.3985,0.733
0.2,0.3,40,none,strong,vevea_hedges,80,1.0,0.0503,0.1048,0.875,0.3392,0.3488,0.825
0.2,0.3,40,step,strong,adaptshrink_ens,80,1.0,0.1465,0.1792,0.812,0.687,0.6824,0.95
0.2,0.3,40,step,strong,adaptshrink_fast,80,1.0,0.1529,0.2,0.625,0.6947,0.6891,0.975
0.2,0.3,40,step,strong,adaptshrink_solo,80,1.0,0.1938,0.2377,0.65,0.6477,0.7312,0.95
0.2,0.3,40,step,strong,copas,80,1.0,0.2827,0.2884,0.0,0.2148,0.7633,0.975
0.2,0.3,40,step,strong,dl_hksj,80,1.0,0.2826,0.2884,0.013,0.2453,0.7666,0.975
0.2,0.3,40,step,strong,henmi_copas,80,1.0,0.2482,0.2585,0.113,0.2919,0.7236,0.975
0.2,0.3,40,step,strong,p_curve,80,1.0,0.278,0.2851,0.025,0.2094,0.7442,0.975
0.2,0.3,40,step,strong,p_uniform_star,80,1.0,0.1294,0.2016,0.625,0.5794,0.7096,0.975
0.2,0.3,40,step,strong,pet_peese,80,1.0,0.1913,0.2324,0.037,0.1351,0.765,0.975
0.2,0.3,40,step,strong,reml_hksj,80,1.0,0.2834,0.289,0.0,0.2388,0.7644,0.975
0.2,0.3,40,step,strong,trim_and_fill,80,1.0,0.0342,0.0834,0.4,0.0704,0.3192,0.95
0.2,0.3,40,step,strong,ubcma,68,0.85,0.1934,0.222,0.441,0.3048,0.8,1.0
0.2,0.3,40,step,strong,vevea_hedges,79,0.988,0.1344,0.2016,0.671,0.5651,0.7065,0.974
0.5,0.0,10,copas,strong,adaptshrink_ens,80,1.0,0.0173,0.0536,1.0,0.3917,0.2617,1.0
0.5,0.0,10,copas,strong,adaptshrink_fast,80,1.0,0.0853,0.0955,0.887,0.3123,0.3239,0.95
0.5,0.0,10,copas,strong,adaptshrink_solo,80,1.0,0.0694,0.1123,0.825,0.561,0.4367,0.95
0.5,0.0,10,copas,strong,copas,80,1.0,0.0949,0.1034,0.475,0.1744,0.3439,0.975
0.5,0.0,10,copas,strong,dl_hksj,80,1.0,0.0961,0.1047,0.675,0.2174,0.3443,0.975
0.5,0.0,10,copas,strong,henmi_copas,80,1.0,0.0914,0.1,0.55,0.1971,0.3384,0.95
0.5,0.0,10,copas,strong,p_curve,80,1.0,0.0941,0.1054,0.525,0.2061,0.327,0.95
0.5,0.0,10,copas,strong,p_uniform_star,80,1.0,0.0887,0.0989,0.6,0.2866,0.3121,0.925
0.5,0.0,10,copas,strong,pet_peese,80,1.0,0.0666,0.0967,0.738,0.2736,0.4294,0.975
0.5,0.0,10,copas,strong,reml_hksj,80,1.0,0.0962,0.1048,0.675,0.2209,0.3434,0.975
0.5,0.0,10,copas,strong,trim_and_fill,80,1.0,-0.0108,0.0556,0.738,0.1198,0.259,0.975
0.5,0.0,10,copas,strong,ubcma,78,0.975,0.0189,0.079,0.974,0.3123,0.4062,1.0
0.5,0.0,10,copas,strong,vevea_hedges,80,1.0,0.0885,0.0981,0.625,0.232,0.3161,0.95
0.5,0.0,10,none,strong,adaptshrink_ens,80,1.0,-0.0047,0.0647,1.0,0.3749,0.2819,1.0
0.5,0.0,10,none,strong,adaptshrink_fast,80,1.0,0.0674,0.0815,0.925,0.336,0.266,0.825
0.5,0.0,10,none,strong,adaptshrink_solo,80,1.0,0.0609,0.1034,0.875,0.4246,0.4161,0.95
0.5,0.0,10,none,strong,copas,80,1.0,0.0693,0.0828,0.625,0.1672,0.2742,0.85
0.5,0.0,10,none,strong,dl_hksj,80,1.0,0.0693,0.083,0.775,0.2113,0.2586,0.825
0.5,0.0,10,none,strong,henmi_copas,80,1.0,0.066,0.0796,0.75,0.2031,0.2273,0.825
0.5,0.0,10,none,strong,p_curve,80,1.0,0.074,0.0909,0.688,0.2057,0.2767,0.875
0.5,0.0,10,none,strong,p_uniform_star,79,0.988,0.0682,0.0834,0.696,0.2012,0.2618,0.825
0.5,0.0,10,none,strong,pet_peese,80,1.0,0.0598,0.0941,0.762,0.2284,0.3227,0.875
0.5,0.0,10,none,strong,reml_hksj,80,1.0,0.0694,0.0829,0.775,0.2107,0.2647,0.85
0.5,0.0,10,none,strong,trim_and_fill,80,1.0,-0.0368,0.0827,0.5,0.1144,0.3165,0.9
0.5,0.0,10,none,strong,ubcma,80,1.0,0.0029,0.0731,0.95,0.2585,0.2683,0.95
